"DXB021G","0"
"DXB025A","0"
"DXB026A","0"
"DXB026C","0"
"DXB028A","0"
"DXB120A","0"
"DXB120B","0"
"DXB133A","0"
"DXB133B","0"
"DXB134A","0"
"DXB134B","0"
"DXB134C","0"
"DXB195A","0"
"DXB195C","0"
"DXB199B","0"
"DXB1M4A","0"
"DXB233A","0"
"DXB233C","0"
"DXB235A","0"
"DXB237A","0"
"DXB239B","0"
"DXB276B","0"
"DXB277B","0"
"DXB277C","0"
"DXB280B","0"
"DXB302C","0"
"DXB302G","0"
"DXB306B","0"
"DXB306C","0"
"DXB314B","0"
"DXB314C","0"
"DXB315B","0"
"DXB327C","0"
"DXB329B","0"
"DXB345A","0"
"DXB364B","0"
"DXB364C","0"
"DXB404A","0"
"DXB405A","0"
"DXB405B","0"
"DXB406A","0"
"DXB407C","0"
"DXB409B","0"
"DXB410A","0"
"DXB410C","0"
"DXB411A","0"
"DXB411C","0"
"DXB412A","0"
"DXB412B","0"
"DXB413B","0"
"DXB413C","0"
"DXB415A","0"
"DXB415F","0"
"DXB416A","0"
"DXB416B","0"
"DXB416C","0"
"DXB417B","0"
"DXB509B","0"
"DXB510B","0"
"DXB512B","0"
"DXB513A","0"
"DXB513C","0"
"DXB542A","0"
"DXB542B","0"
"DXB543C","0"
"DXB544A","0"
"DXB545C","0"
"DXB565A","0"
"DXB648A","0"
"DXB648C","0"
"DXB665B","0"
"DXB667A","0"
"DXB668C","0"
"DXB669C","0"
"DXB670C","0"
"DXB670F","0"
"DXB673B","0"
"DXB674C","0"
"DXB676A","0"
"DXB676C","0"
"DXB677C","0"
"DXB696B","0"
"DXB696C","0"
"DXB697A","0"
"DXB697E","0"
"DXB699A","0"
"DXB706C","0"
"DXB707B","0"
"DXB707C","0"
"DXB707G","0"
"DXB726A","0"
"DXB726F","0"
"DXB755C","0"
"DXB756C","0"
"DXB757B","0"
"DXB757C","0"
"DXB758B","0"
"DXB759B","0"
"DXB762B","0"
"DXB763C","0"
"DXB764B","0"
"DXB767A","0"
"DXB767C","0"
"DXB768A","0"
"DXB770B","0"
"DXB772C","0"
"DXB775B","0"
"DXB785A","0"
"DXB795B","0"
"DXB900A","0"
"DXB900B","0"
"DXB901C","0"
"DXB971A","0"
"DXB971G","0"
"DXB980A","0"
"DXB980B","0"
"DXB980C","0"
"DXB980G","0"
"DXB980H","0"
"DXB980J","0"
"DXBA27A","0"
"DXBA27B","0"
"DXBA27C","0"
"DXBA65E","0"
"DXBA65G","0"
"DXBA68A","0"
"DXBA94B","0"
"DXBA94C","0"
"DXBB28A","0"
"DXBB70B","0"
"DXBB70C","0"
"DXBC06B","0"
"DXBC08B","0"
"DXBC44B","0"
"DXBC59B","0"
"DXBC59C","0"
"DXBC73B","0"
"DXBC73C","0"
"DXBC74B","0"
"DXBC76A","0"
"DXBC94C","0"
"DXBC96A","0"
"DXBC96C","0"
"DXBD22A","0"
"DXBD34A","0"
"DXBD34B","0"
"DXBD34C","0"
"DXBD51C","0"
"DXBD90F","0"
"DXBD96G","0"
"DXBE20A","0"
"DXBE31B","0"
"DXBE33A","0"
"DXBE34B","0"
"DXBE60A","0"
"DXBE70C","0"
"DXBE70G","0"
"DXBE72A","0"
"DXBE83A","0"
"DXBE83B","0"
"DXBE86B","0"
"DXBF28A","0"
"DXBF28B","0"
"DXBF29A","0"
"DXBF29C","0"
"DXBF30F","0"
"DXBF31A","0"
"DXBF32B","0"
"DXBF32C","0"
"DXBF39B","0"
"DXBF39C","0"
"DXBF39F","0"
"DXBF40A","0"
"DXBF73A","0"
"DXBF75A","0"
"DXBG20B","0"
"DXBG20C","0"
"DXBG61B","0"
"DXBG61E","0"
"DXBG61G","0"
"DXBG67E","0"
"DXBG77F","0"
"DXBG78C","0"
"DXBH37B","0"
"DXBH48A","0"
"DXBH48C","0"
"DXBH49A","0"
"DXBH50C","0"
"DXBI40C","0"
"DXBI42C","0"
"DXBI43A","0"
"DXBI43B","0"
"DXBK24B","0"
"DXBK24C","0"
"DXBK25B","0"
"DXBK25C","0"
"DXBK27C","0"
"DXBK35B","0"
"DXBK36B","0"
"DXBK36C","0"
"DXBK37A","0"
"DXBK37B","0"
"DXBL01B","0"
"DXBL02B","0"
"DXBL04C","0"
"DXBL04E","0"
"DXBL04G","0"
"DXBL05A","0"
"DXBL05B","0"
"DXBL05C","0"
"DXBL05G","0"
"DXBL06B","0"
"DXBL07A","0"
"DXBL07B","0"
"DXBL08A","0"
"DXBL22B","0"
"DXBL22C","0"
"DXBL23A","0"
"DXBL23B","0"
"DXBL23C","0"
"DXBL23F","0"
"DXBL27B","0"
"DXBL28A","0"
"DXBL28C","0"
"DXBL55A","0"
"DXBL55B","0"
"DXBL55C","0"
"DXBL56B","0"
"DXBL56C","0"
"DXBL57A","0"
"DXBL59A","0"
"DXBL59B","0"
"DXBM31A","0"
"DXBM31B","0"
"DXBM43C","0"
"DXBM68C","0"
"DXBO49B","0"
"DXBP00A","0"
"DXBP00B","0"
"DXBP00C","0"
"DXBP63C","0"
"DXBQ13B","0"
"DXBR93B","0"
"DXBR93C","0"
"DXBS22C","0"
"DXBS43A","0"
"DXBU21A","0"
"DXBU39A","0"
"DXBU39B","0"
"DXBU53A","0"
"DXBU69B","0"
"DXBV83A","0"
"DXBV83B","0"
"DXBX06B","0"
"DXBX06C","0"
"DXBY20C","0"
"DXBZ52C","0"
"DXB139A","1"
"DXB139B","1"
"DXB139C","1"
"DXB194A","1"
"DXB194B","1"
"DXB194C","1"
"DXB237B","1"
"DXB239C","1"
"DXB278A","1"
"DXB278B","1"
"DXB408B","1"
"DXB409A","1"
"DXB409C","1"
"DXB410B","1"
"DXB417C","1"
"DXB418A","1"
"DXB419A","1"
"DXB421B","1"
"DXB513B","1"
"DXB547A","1"
"DXB665C","1"
"DXB666A","1"
"DXB668B","1"
"DXB670B","1"
"DXB671A","1"
"DXB674A","1"
"DXB674B","1"
"DXB697F","1"
"DXB699B","1"
"DXB725A","1"
"DXB756A","1"
"DXB757A","1"
"DXB759A","1"
"DXB786F","1"
"DXB786G","1"
"DXB900C","1"
"DXBA65A","1"
"DXBA65B","1"
"DXBA65C","1"
"DXBB70A","1"
"DXBC05A","1"
"DXBE34A","1"
"DXBE60B","1"
"DXBF28C","1"
"DXBF30B","1"
"DXBF30C","1"
"DXBF31B","1"
"DXBF31C","1"
"DXBF39A","1"
"DXBG20A","1"
"DXBG44C","1"
"DXBG61A","1"
"DXBG61C","1"
"DXBG67B","1"
"DXBG67C","1"
"DXBG78A","1"
"DXBG78B","1"
"DXBH49C","1"
"DXBH50B","1"
"DXBI40A","1"
"DXBI40B","1"
"DXBK23C","1"
"DXBK25A","1"
"DXBK37C","1"
"DXBL02A","1"
"DXBL03A","1"
"DXBL03B","1"
"DXBL04A","1"
"DXBL04B","1"
"DXBL07C","1"
"DXBL10B","1"
"DXBL27A","1"
"DXBL27C","1"
"DXBL56A","1"
"DXBM68B","1"
"DXBM73A","1"
"DXBS43B","1"
"DXBS76C","1"
"DXBS79A","1"
"DXBU69C","1"
"DXBY20B","1"
"DXB025B","2"
"DXB194E","2"
"DXB1M4B","2"
"DXB1Y9A","2"
"DXB670G","2"
"DXB673C","2"
"DXB726E","2"
"DXB772B","2"
"DXB775A","2"
"DXB784A","2"
"DXB901B","2"
"DXBA65F","2"
"DXBB70E","2"
"DXBB70F","2"
"DXBB70G","2"
"DXBC01A","2"
"DXBC01B","2"
"DXBC73A","2"
"DXBC74C","2"
"DXBC77B","2"
"DXBC78A","2"
"DXBC78B","2"
"DXBC78C","2"
"DXBC95B","2"
"DXBC95C","2"
"DXBE30C","2"
"DXBE70E","2"
"DXBF29B","2"
