Sensor vs Time;21.11.2011 00:00:00;21.11.2011 01:00:00;21.11.2011 02:00:00;21.11.2011 03:00:00;21.11.2011 04:00:00;21.11.2011 05:00:00;21.11.2011 06:00:00;21.11.2011 07:00:00;21.11.2011 08:00:00;21.11.2011 09:00:00;21.11.2011 10:00:00;21.11.2011 11:00:00;21.11.2011 12:00:00;21.11.2011 13:00:00;21.11.2011 14:00:00;21.11.2011 15:00:00;21.11.2011 16:00:00;21.11.2011 17:00:00;21.11.2011 18:00:00;21.11.2011 19:00:00;21.11.2011 20:00:00;21.11.2011 21:00:00;21.11.2011 22:00:00;21.11.2011 23:00:00
DXBU69C;0,127778;0,133333;0,075;0,027778;0;0,019444;0,097222;0,708333;2,45;3,172222;4,325;5,055555;5,208333;4,808333;4,105556;5,672222;5,011111;5,45961;4,825485;5,520891;6,612188;4,322222;3,152778;2,802228
DXBV83A;0,041667;0,158333;0,069444;0;0,080556;0,275;0,108333;0,422222;1,116667;2,066667;2,044445;1,041667;1,061111;0,594445;1,366667;0,833333;0,816667;1,669444;0,622222;0,152778;0,311111;0,719445;0,311111;0,238889
DXBV83B;0,016667;0,019444;0,011111;0,025;0,102778;0,186111;0,688889;0,327778;1,838889;5,444445;4,013889;2,894444;1,952778;2,197222;2,516667;1,580556;4,25;4,825;2,880556;2,302778;0,35;0,008333;0,038889;0
DXBV89A;0,225;0;0;0;0;0;0,008333;0,011111;0,213889;0,438889;0,3;0,080556;0,341667;0,236111;0,858333;0,075;0,416667;0,683333;1,611111;1,125;0,594445;0,758333;1,847222;0,294444
DXBX03A;0;0;0;0;0;0;0;0;0,019444;0,027778;0;0,011111;0;0;0,011111;0;0,033333;0,047222;0,013889;0;0;0;0;0
DXBX03B;0;0;0;0;0;0;0;0;0;0,125;0;0,027778;0;0;0,002778;0;0;0;0;0;0;0;0;0
DXBX04A;0;0;0;0;0;0;0,130556;0,141667;0;0;0;0;0;0;0;0,005556;0;0;0;0;0;0;0;0
DXBX04B;0;0;0;0;0;0;0;0,025;0;0;0;0,002778;0,088889;0;0;0,155556;0;0;0;0;0;0;0;0
DXBX04C;0;0;0;0;0;0;0;0;0;0,011111;0;0,019444;0;0;0;0;0;0;0;0;0;0;0;0
DXBX05A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,294444;0;0;0;0;0;0;0;0;0
DXBX05B;0;0;0;0;0;0;0;0;0,130556;0,083333;0,008333;0;0;0;0,063889;0;0;0;0;0;0;0;0;0
DXBX05C;0;0;0;0;0;0;0;0;0,005556;0,016667;0;0;0,058333;0,027778;0,030556;0;0;0;0;0;0;0;0;0
DXBX06A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,033333;0;0;0;0;0;0
DXBX06B;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DXBX06C;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DXBX07A;0;0;0;0;0;0;0;0;0;0,002778;0,002778;0;0,030556;0,019444;0;0,061111;0;0;0;0;0;0;0;0
DXBY20A;0,158333;0,025;0,047222;0,047222;0,011111;0,119444;0,586111;0,538889;1,830556;2,491667;2,230556;2,611111;2,769444;3,472222;3,697222;4,011111;3,105556;3,919445;5,408333;5,280556;5,941667;4,883333;1,65;0,555556
DXBY20B;0,755556;0,333333;0,038889;0,011111;0,061111;0,144445;0,375;1,227778;1,994444;2,505556;2,236111;1,808333;2,680556;3,35;3,075;2,488889;3,261111;3,272222;3,647222;2,563889;3,036111;2,019444;2,697222;1,997222
DXBY20C;0,097222;0,033333;0,172222;0,102778;0,063889;0,344444;0,588889;1,480556;4,775;4,886111;7,530555;3,85;4,483333;3,780555;3,125;5,005556;4,461111;4,816667;6,708333;4,263889;2,105556;1,244444;1,236111;0,486111
DXBY28A;0,138889;0,177778;0,138889;0,119444;0;0;0,011111;0,044444;0,058333;0,425;0,702778;1,230556;1,052778;1,763889;1,022222;1,566667;2,069444;1,619444;0,994444;1,252778;0,302778;0,033333;0;0
DXBY82A;0,172222;0,35;0,15;0,058333;0,058333;0,230555;0,338889;1,275;2,536111;4,416667;3,8;3,208333;4,25;4,541667;4,108333;3,536111;2,538889;3,395435;1,702778;1,047091;0,724234;0,95;0,686981;0,114206
DXBY82B;2,080555;0,8;0,038889;0,069444;0,280556;0,091667;0,213889;0,566667;2,622222;4,45;4,094444;4,397222;4,908333;5,375;4,961111;3,2;4,433333;4,793872;3,5;4,149584;3,348189;4,094444;2,518006;1,139276
DXBY82C;1,219444;0,019444;0,019444;0,027778;0,022222;0,341667;0,338889;1,638889;2,958333;3,952778;5,602778;4,8;4,691667;5,691667;5,469444;4,036111;2,95;3,500449;1,811111;2,670376;1,707521;0,652778;0,243767;0,320334
DXBZ52A;0;0;0,002778;0;0;0,005556;0,016667;0,377778;1,113889;2,113889;1,141667;1,238889;2,216667;0,777778;0,611111;1,922222;1,697222;1,618384;1,113573;0,752089;1,747922;1,705556;0,583333;0,083566
DXBZ52B;0,130556;0,036111;0,038889;0,055556;0;0,055556;0,088889;0,622222;1,602778;1,388889;2,083333;1,452778;1,575;1,269444;1,922222;2,113889;2,130556;2,721448;3,562327;4,543176;1,753463;1,069444;0,530555;0,178273
DXBZ52C;0,019444;0,002778;0;0;0;0,041667;0,063889;0,669444;1,769444;2,205555;1,294444;1,075;1,166667;1,513889;0,95;1,011111;1,663889;3,259053;2,304709;1,448468;1,836565;1,466667;0,183333;0,259053
